1	8.19	11.42	14.39	17.23	19.97	22.64	25.27	27.85	30.39
1	8.19	11.42	14.39	17.23	19.97	22.64	25.27	27.85	30.39
2	15.02	18.36	21.52	24.54	27.48	30.35	33.17	35.93	38.65
2	18.11	23.62	28.88	33.98	38.95	43.87	48.72	53.5	58.24
3	21.49	24.87	28.11	31.24	34.29	37.27	40.17	43.06	45.9
3	31.88	39.56	46.99	54.27	61.41	68.48	75.46	82.39	89.3
4	27.8	31.2	34.49	37.67	40.78	43.83	46.84	49.78	52.68
4	49.64	59.42	68.97	78.34	87.61	96.78	105.91	114.97	123.95
5	34.03	37.44	40.75	43.98	47.13	50.24	53.29	56.3	59.27
5	71.44	83.26	94.89	106.36	117.71	128.97	140.19	151.33	162.4
6	40.19	43.61	46.94	50.2	53.4	56.55	59.65	62.69	65.69
6	97.26	111.11	124.77	138.3	151.72	165.06	178.33	191.53	204.67
7	46.31	49.75	53.11	56.38	59.6	62.77	65.88	68.96	72
7	127.05	142.93	158.66	174.26	189.75	205.15	220.48	235.73	250.95
8	52.41	55.84	59.2	62.5	65.75	68.93	72.09	75.21	78.28
8	160.87	178.8	196.54	214.15	231.7	249.12	266.49	283.8	301.05
9	58.51	61.94	65.31	68.63	71.89	75.1	78.28	81.42	84.51
9	198.72	218.63	238.41	258.04	277.62	297.11	316.49	335.85	355.14
10	64.56	67.99	71.37	74.69	77.97	81.2	84.39	87.56	90.69
10	240.58	262.48	284.26	305.92	327.53	349.05	370.49	391.89	413.22
11	70.59	74.03	77.41	80.75	84.03	87.27	90.47	93.65	96.8
11	286.39	310.33	334.09	357.78	381.4	404.93	428.42	451.82	475.15
12	76.61	80.06	83.45	86.78	90.08	93.34	96.57	99.76	102.94
12	336.22	362.07	387.9	413.63	439.3	464.86	490.33	515.77	541.21
